station_id,station_name,total_starts,total_ends,net_imbalance,total_volume
8841.03,W Mosholu Pkwy S & Sedgwick Ave,190,161,29,351
5164.05,Broadway & Berry St,6908,6879,29,13787
3736.03,Bedford Ave & Montgomery St,1198,1169,29,2367
5230.02,Rutgers St & Henry St,5234,5205,29,10439
4246.02,MacDonough St & Marcy Ave,2279,2250,29,4529
6025.08,39 St & 50 Ave,1041,1012,29,2053
8344.09,University Ave & Macombs Rd,682,653,29,1335
3966.03,Park Pl & Utica Ave,508,479,29,987
4816.02,Myrtle Ave & Linden St,601,573,28,1174
5297.02,Vesey Pl & River Terrace,11820,11792,28,23612
3885.06,Buffalo Ave & St John's Pl,198,170,28,368
6164.09,Lexington Ave & E 29 St,7393,7365,28,14758
4659.02,Myrtle Ave & St Edwards St,2440,2412,28,4852
7872.03,Lenox Ave & W 140 St,2078,2050,28,4128
5002.09,Harman St & Seneca Ave,930,902,28,1832
3588.01,7 Ave & 20 St,1493,1465,28,2958
4818.03,Union Ave & Wallabout St,1724,1696,28,3420
4105.01,Pacific St & Ralph Ave,378,350,28,728
4255.05,Hancock St & Bedford Ave,2988,2961,27,5949
8198.05,Shakespeare Ave & W 169 St,1128,1101,27,2229
8456.05,Grand Concourse & E 181 St,375,348,27,723
7098.05,27 Ave & 9 St,1118,1091,27,2209
5445.02,Suffolk St & Stanton St,12009,11982,27,23991
6541.03,E 48 St & 3 Ave,7973,7946,27,15919
8491.07,Audubon Ave & Fort George Ave,225,198,27,423
6158.02,Queens Blvd & 56 St,614,588,26,1202
7851.04,5 Av & W 139 St,1410,1384,26,2794
5053.01,Lee Ave & Taylor St,353,327,26,680
8531.05,Grand Concourse & E 184 St,524,498,26,1022
8379.06,Echo Pl & Grand Concourse,668,642,26,1310
5788.12,E 12 St & 3 Ave,7234,7209,25,14443
7141.07,Central Park West & W 72 St,11957,11932,25,23889
3934.07,Troy Ave & Park Pl,801,776,25,1577
8149.09,Ogden Ave & W 165 St,845,820,25,1665
6509.07,92 St & 35 Ave,567,542,25,1109
6004.06,E 27 St & 1 Ave,12143,12118,25,24261
8344.04,Macombs Rd & W 175 St,484,459,25,943
4560.01,Madison St & Evergreen Ave,1436,1412,24,2848
5280.03,Fresh Pond Rd & Eliot Ave,467,443,24,910
7937.15,St Nicholas Terrace & Convent Ave,2141,2117,24,4258
8571.02,Grand Ave & W Fordham Rd,313,289,24,602
6206.08,E 30 St & Park Ave S,7252,7228,24,14480
8532.03,Margaret Corbin Plz & Ft Washington Ave,514,491,23,1005
4721.01,Cedar St & Evergreen Ave,1160,1137,23,2297
4534.06,Lexington Ave & Patchen Ave,1018,995,23,2013
8586.09,Jerome Ave & W Fordham Rd,1208,1185,23,2393
8407.03,W Tremont Ave & Montgomery Ave,263,240,23,503
4231.04,Underhill Ave & Pacific St,4099,4076,23,8175
7845.06,Grand Concourse & E 144 St,1887,1864,23,3751
6104.01,55 Ave & Center Blvd,2527,2505,22,5032
8206.17,Amsterdam Ave & W 167 St,731,709,22,1440
8483.02,Andrews Ave S & W 179 St,387,365,22,752
7842.16,Amsterdam Ave & W 131 St,1479,1457,22,2936
4707.04,Nostrand Ave & Myrtle Ave,1717,1695,22,3412
5656.03,N Henry St & Norman Ave,2008,1986,22,3994
3084.05,52 St & 6 Ave,288,266,22,554
7840.05,Courtlandt Ave & E 149 St,1786,1765,21,3551
5883.06,Van Dam St & Greenpoint Ave,885,864,21,1749
4441.06,Broadway & Hancock St,1258,1237,21,2495
6865.03,21 St & 31 Dr,2232,2211,21,4443
4672.01,Menahan St & Central Ave,1251,1231,20,2482
7009.02,Steinway St & 23 Ave,1079,1059,20,2138
7966.02,E 165 St & Fox St,324,304,20,628
8469.05,Audubon Ave & W 192 St,358,338,20,696
6819.15,31 Ave & 34 St,3185,3165,20,6350
6877.05,Jackson Mill Rd & 24 Ave,314,294,20,608
6435.02,48 St & 37 Ave,1638,1618,20,3256
7876.07,Frederick Douglass Blvd & W 139 St,684,665,19,1349
8462.09,University Ave & W Burnside Ave,617,598,19,1215
6514.08,Vernon Blvd & 41 Rd,961,942,19,1903
6937.07,Vernon Blvd & 10 St,2105,2086,19,4191
6659.09,Madison Ave & E 51 St,5132,5113,19,10245
7931.05,E 160 St & Tinton Ave,638,619,19,1257
8099.04,Prospect Ave & Jennings St,218,199,19,417
8210.01,W 163 St & Riverside Dr,452,433,19,885
6323.04,84 St & Roosevelt Ave,732,713,19,1445
4161.01,Van Sinderen Ave & Truxton St,730,711,19,1441
6662.01,49 St & 31 Ave,1565,1547,18,3112
7891.06,Westchester Ave & E 156 St,492,474,18,966
8590.01,W Fordham Rd & Loring Pl N,399,381,18,780
5584.05,E 7 St & Ave B,9465,9447,18,18912
6464.08,E 45 St & 3 Ave,5135,5117,18,10252
3648.08,Kingston Ave & E New York Ave,1293,1275,18,2568
8229.04,Sheridan Ave & E 172 St,653,635,18,1288
6664.05,40 Ave & 9 St,1075,1057,18,2132
6158.06,57 St & 43 Ave,505,487,18,992
8145.03,Gerard Ave & McClellan St,484,467,17,951
6609.03,34 Ave & 108 St,270,253,17,523
4735.03,Putnam Ave & Wyckoff Ave,922,905,17,1827
6319.04,11 St & 44 Rd,1113,1096,17,2209
7769.06,5 Ave & E 135 St,1203,1186,17,2389
8667.01,Grand Concourse & E 197 St,466,449,17,915
4196.05,Chauncey St & Stuyvesant Ave,2118,2101,17,4219
5257.01,53 St & Flushing Ave,850,833,17,1683
8290.01,Nelson Ave & W 172 St,908,891,17,1799
8353.02,Amsterdam Ave & W 180 St,420,403,17,823
5217.03,Amory Ct & Metropolitan Ave,794,778,16,1572
8539.02,Sedgwick Ave & Hall of Fame Terrace,69,53,16,122
5947.04,W 13 St & 5 Ave,12612,12596,16,25208
8084.03,Fulton Ave & E 168 St,568,552,16,1120
5453.01,Rivington St & Chrystie St,7449,7433,16,14882
8416.07,Broadway & W 185 St,1051,1035,16,2086
3845.05,Eastern Pkwy & Ralph Ave,288,272,16,560
5938.11,E 16 St & Irving Pl,9255,9240,15,18495
7976.08,Edgecombe Ave & W 145 St,2395,2380,15,4775
5159.04,Pike St & Monroe St,3966,3951,15,7917
6323.11,Ithaca St & Baxter Ave,986,971,15,1957
6310.06,27 St & Hunter St,3881,3866,15,7747
6314.02,Elmhurst Ave & Roosevelt Ave,924,909,15,1833
6433.01,92 St & 37 Ave,307,292,15,599
4645.04,Henry St & Remsen St,2864,2849,15,5713
4775.01,Irving Ave & Palmetto St,1060,1045,15,2105
4366.01,Halsey St & Broadway,1037,1022,15,2059
4327.09,Putnam Ave & Nostrand Ave,2540,2525,15,5065
7327.01,Wards Meadow Comfort Station,2283,2268,15,4551
7735.23,E 128 St & Madison Ave,1513,1499,14,3012
4096.08,Dean St & Rockaway Ave,182,168,14,350
6401.03,39 Ave & 45 St,1038,1024,14,2062
4640.01,Bushwick Ave & Harman St,1779,1765,14,3544
6395.01,21 St & 43 Ave,1358,1344,14,2702
4048.03,Bergen St & Troy Ave,425,411,14,836
4945.06,Fresh Pond Rd & 69 Ave,616,602,14,1218
8738.01,Goulden Ave & Bedford Park Blvd,378,364,14,742
6303.01,1 Ave & E 39 St,13445,13431,14,26876
4023.01,St Marks Ave & Thomas S. Boyland St,148,134,14,282
4576.11,Lafayette Ave & Stuyvesant Ave,1164,1150,14,2314
7971.07,W 147 St & Adam Clayton Powell Blvd,1252,1238,14,2490
6969.08,E 66 St & Madison Ave,3486,3472,14,6958
6227.02,31 St & Thomson Ave,1213,1199,14,2412
6215.07,W 27 St & 6 Ave,12137,12123,14,24260
7648.16,2 Ave & E 125 St,1982,1968,14,3950
6055.08,E 20 St & Park Ave,8825,8811,14,17636
8216.02,Waterloo Pl & Crotona Park East,198,184,14,382
8119.05,W 159 St & Edgecombe Ave,463,449,14,912
4513.09,Ashland Pl & Dekalb Ave,2435,2421,14,4856
6110.01,34 St & 48 Ave,423,410,13,833
3660.07,7 Ave & 17 St,1894,1881,13,3775
3312.07,Prospect Ave & Greenwood Ave,1016,1003,13,2019
4474.01,Halsey St & Evergreen Ave,767,754,13,1521
6545.07,Broadway & 51 St,1093,1080,13,2173
8033.09,W 148 St & Amsterdam Ave,1329,1316,13,2645
3704.01,Washington Ave & Empire Blvd,1688,1675,13,3363
6576.07,102 St & 34 Ave,210,197,13,407
4077.04,Smith St & 9 St,3396,3383,13,6779
6290.06,41 Ave & 77 St,1016,1003,13,2019
5785.10,Kent St & McGuinness Blvd,1056,1043,13,2099
6520.07,42 Pl & Northern Blvd,1231,1218,13,2449
8766.03,Grand Concourse & E 205 St,340,328,12,668
6332.06,74 St & 37 Ave,2650,2638,12,5288
6465.04,95 St & 35 Ave,390,378,12,768
5021.05,Kent Ave & Division Ave,3105,3093,12,6198
5433.04,Frost St & Debevoise Ave,877,865,12,1742
6258.03,72 St & 41 Ave,374,362,12,736
8196.02,Southern Blvd & E 175 St,325,313,12,638
4440.02,Yankee Ferry Terminal,270,258,12,528
5436.11,E Houston St & Columbia St,6139,6127,12,12266
5210.01,Powers St & Olive St,1947,1935,12,3882
6873.01,34th Ave & Vernon Blvd,2046,2034,12,4080
4179.03,Fulton St & Saratoga Ave,445,433,12,878
6949.03,91 St & 23 Ave,247,235,12,482
4263.12,Fulton St & Irving Pl,4020,4008,12,8028
6098.02,W 20 St & 5 Ave,8944,8932,12,17876
6757.03,73 St & 25 Ave,267,255,12,522
7748.02,E 132 St & Madison Ave,1857,1845,12,3702
4759.02,Willoughby Ave & Myrtle Ave,2935,2923,12,5858
5572.07,Van Dam St & Meeker Ave,1006,994,12,2000
4293.05,Chauncey St & Howard Ave,675,663,12,1338
4663.06,Putnam Ave & Knickerbocker Ave,1028,1016,12,2044
6688.01,Crescent St & 35 Ave,1761,1749,12,3510
7832.04,W 135 St & Lenox Terrace Pl,1561,1549,12,3110
4743.04,Linden St & Knickerbocker Ave,834,822,12,1656
7809.13,E 138 St & 5 Ave,1521,1510,11,3031
8435.04,Valentine Ave & E 181 St,624,613,11,1237
6524.01,114 St & 39 Ave,255,244,11,499
6475.07,86 St & 35 Ave,982,971,11,1953
4131.03,Brooklyn Ave & Dean St,1799,1788,11,3587
4713.01,Central Ave & Himrod St,1718,1707,11,3425
4007.01,Schenectady Ave & Prospect Pl,833,822,11,1655
6322.01,E 33 St & 5 Ave,9992,9981,11,19973
8514.05,Walton Ave & E 183 St,409,398,11,807
4348.07,Carroll St & Columbia St,3009,2998,11,6007
2861.02,57 St & 7 Ave,364,353,11,717
8257.03,Crotona Ave & Crotona Park N,221,210,11,431
6913.03,24 Ave & 92 St,135,124,11,259
8494.01,E 182 St & Morris Ave,526,515,11,1041
3893.03,Eastern Pkwy & Schenectady Ave,1352,1341,11,2693
6836.07,34 Ave & 13 St,983,972,11,1955
7898.03,St Nicholas Ave & W 137 St,1560,1549,11,3109
7905.05,Garrison Ave & Manida St,180,169,11,349
6524.09,37 Ave & 113 St,80,69,11,149
8096.03,Anderson Ave & W 164 St,399,389,10,788
5168.04,Grove St & Fresh Pond Rd,513,503,10,1016
5406.04,Pitt St & Stanton St,2752,2742,10,5494
4476.03,Marcy Ave & Lafayette Ave,2666,2656,10,5322
7154.07,E 81 St & 3 Ave,1080,1070,10,2150
6869.10,Gillmore St & 27 Ave,100,90,10,190
6462.05,40 Ave & Crescent St,1495,1485,10,2980
6567.03,111 St & 37 Ave,161,151,10,312
7863.03,E 149 St & Morris Ave,1518,1508,10,3026
8605.06,Aqueduct Ave & W 190 St,454,444,10,898
4368.05,Monroe St & Bedford Ave,5769,5759,10,11528
7716.19,Lexington Ave & E 128 St,851,841,10,1692
6703.06,46 St & 30 Rd,686,676,10,1362
6603.07,78 St & Northern Blvd,1024,1014,10,2038
8535.09,Aqueduct Ave & North St,144,134,10,278
3240.15,Fort Hamilton Pkwy & E 5 St,1482,1472,10,2954
7202.07,31 St & 21 Ave,1193,1183,10,2376
3999.06,Park Pl & Buffalo Ave,398,388,10,786
3341.06,Church Ave & E 45 St,128,119,9,247
6662.09,51 St & Hobart St,1017,1008,9,2025
4628.07,Myrtle Ave & Fleet Pl,3448,3439,9,6887
8510.02,Tiebout Ave & E 184 St,951,942,9,1893
4880.11,Madison St & Seneca Ave,921,912,9,1833
8175.06,College Ave & E 170 St,543,534,9,1077
6733.01,99 St & Astoria Blvd,318,309,9,627
3665.06,Sterling St & Bedford Ave,1147,1138,9,2285
3625.04,Bedford Ave & Maple St,761,752,9,1513
3728.04,Empire Blvd & New York Ave,622,613,9,1235
5262.09,Madison St & Montgomery St,5162,5153,9,10315
5105.09,Liberty St & Nassau St,391,382,9,773
4087.01,Van Sinderen Ave & Atlantic Ave,346,337,9,683
8366.06,W 176 St & Montgomery Ave,442,433,9,875
4816.05,Myrtle Ave & Grove St,718,710,8,1428
6448.07,111 St & Roosevelt Ave,329,321,8,650
8141.05,College Ave & E 169 St,594,586,8,1180
8734.02,Jerome Ave & Bedford Park Blvd E,993,985,8,1978
5613.04,Kingsland Ave & Nassau Ave,5234,5226,8,10460
6511.03,50 St & Northern Blvd,1032,1024,8,2056
7188.13,Madison Ave & E 82 St,5930,5922,8,11852
8072.06,Sherman Ave & E 166 St,978,970,8,1948
6538.11,38 Ave & 29 St,1708,1700,8,3408
7502.01,W 92 St & Broadway,5276,5268,8,10544
6307.07,61 St & 39 Ave,1923,1915,8,3838
6660.05,99 St & 32 Ave,216,208,8,424
6801.01,E 59 St & Madison Ave,7896,7888,8,15784
4374.01,Picnic Point,193,185,8,378
6787.02,30 Ave & 80 St,259,251,8,510
8558.01,Southern Blvd & Xavier Way,145,137,8,282
8000.02,Concourse Village East & E 158 St,1175,1167,8,2342
8795.03,Grand Concourse & E Mosholu Pkwy S,220,213,7,433
4719.04,St Felix Ave & 61 St,846,839,7,1685
5581.01,Nassau Ave & Russell St,4799,4792,7,9591
8692.04,Sedgwick Ave & W 195 St,299,292,7,591
4366.10,Decatur St & Saratoga Ave,501,494,7,995
8541.04,E 191 St & Bathgate Ave,340,333,7,673
6183.03,Woodside Ave & 69 St,335,328,7,663
3782.03,Carroll St & Utica Ave,663,656,7,1319
7883.06,Lafayette Ave & Hunts Point Ave,523,516,7,1039
8303.06,Grand Concourse & E 175 St,539,532,7,1071
5392.04,63 St & 59 Dr,101,94,7,195
7682.01,Park Ave & E 124 St,9066,9059,7,18125
4546.04,DeKalb Ave & S Portland Ave,80,73,7,153
7970.05,E 163 St & Union Ave,1092,1085,7,2177
5123.07,Stewart Ave & Johnson Ave,905,898,7,1803
6981.16,37 St & 24 Ave,1010,1003,7,2013
8639.01,W 192 St & University Ave,442,435,7,877
4864.09,Wilson Ave & Troutman St,2897,2890,7,5787
4990.02,Railroad Ave & Kay Ave,355,348,7,703
7870.02,Prospect Ave & Longwood Ave,306,299,7,605
4982.02,Taylor St & Bedford Ave,852,845,7,1697
6349.03,39 Ave & 56 St,433,426,7,859
8397.02,E Burnside Ave & Ryer Ave,1038,1031,7,2069
8005.03,E 157 St & River Ave,817,810,7,1627
7121.13,E 81 St & 1 Ave,1123,1117,6,2240
6405.03,43 Ave & 111 St,154,148,6,302
4807.02,Madison St & Cypress Ave,1281,1275,6,2556
6423.03,99 St & 38 Ave,158,152,6,310
8008.03,Prospect Ave & E 167 St,802,796,6,1598
7719.13,Southern Blvd & E 142 St,110,104,6,214
7727.08,Amsterdam Ave & W 119 St,430,424,6,854
5553.21,E 3 St & Ave A,3201,3195,6,6396
8682.06,Bainbridge Ave & Bedford Park Blvd,251,245,6,496
6290.13,79 St & Roosevelt Ave,522,516,6,1038
6660.07,96 St & Northern Blvd,192,186,6,378
4154.02,Pacific St & Utica Ave,385,379,6,764
8566.05,E 188 St & Creston Ave,1313,1307,6,2620
7995.04,Washington Ave & E 163 St,1248,1242,6,2490
7159.08,Astoria Park S & Shore Blvd,2352,2346,6,4698
6642.08,34 Ave & 113 St,127,121,6,248
6927.03,Ditmars Blvd & 76 St,436,430,6,866
7915.11,Edgecombe Ave & W 141 St,2349,2343,6,4692
6989.07,31 St & Astoria Blvd,2824,2818,6,5642
3535.03,Winthrop St & Albany Ave,472,466,6,938
6346.02,Warren St & Roosevelt Ave,157,151,6,308
8427.05,Southern Blvd & E 187 St,307,301,6,608
5509.02,Washington St & Laight St,3240,3234,6,6474
4266.03,Clinton St & Union St,4156,4150,6,8306
6724.01,107 St & 32 Ave,195,189,6,384
7703.14,E 141 St & Jackson Ave,412,406,6,818
8182.02,Crotona Park East & E 173 St,429,423,6,852
6234.01,57 St & Woodside Ave,710,704,6,1414
7816.14,Brook Ave & E 148 St,447,442,5,889
6460.06,62 St & 34 Ave,446,441,5,887
6471.02,21 St & Queens Plaza North,1446,1441,5,2887
6414.07,Roosevelt Ave & 104 St,739,734,5,1473
4784.02,Greene Ave & Myrtle Ave,1731,1726,5,3457
4122.03,Pacific St & Troy Ave,909,904,5,1813
6748.04,82 St & 30 Ave,459,454,5,913
6374.05,71 St & 37 Ave,334,329,5,663
6978.04,Ditmars Blvd & 94 St,500,495,5,995
6929.01,23 St & 31 Ave,1599,1594,5,3193
3853.02,Eastern Pkwy & Rochester Ave,568,563,5,1131
8465.01,Sedgwick Ave & W Burnside Ave,238,233,5,471
5977.01,McGuinness Blvd & Eagle St,2878,2873,5,5751
6033.01,31 Pl & Hunters Point Ave,391,386,5,777
7940.02,E 155 St & Courtlandt Ave,450,445,5,895
8110.04,Boone Ave & E 172 St,627,622,5,1249
8115.01,Ogden Ave & W 164 St,567,563,4,1130
8064.03,Union Ave & E 169 St,377,373,4,750
8036.05,Morris Ave & E 163 St,1878,1874,4,3752
7636.05,E 123 St & Lexington Ave,2060,2056,4,4116
6499.06,100 St & 37 Ave,189,185,4,374
3688.06,Brooklyn Ave & Lefferts Ave,850,846,4,1696
6108.03,69 St & 43 Ave,669,665,4,1334
5321.08,60 Ave & Fresh Pond Rd,288,284,4,572
5354.01,Morgan Ave & Maspeth Ave,848,844,4,1692
3751.05,Crown St & Troy Ave,849,845,4,1694
5199.01,65 Ln & Metropolitan Ave,331,327,4,658
7132.08,27 Ave & 3 St,1158,1154,4,2312
7026.08,Newtown Ave & 23 St,2658,2654,4,5312
6527.07,75 St & Northern Blvd,332,328,4,660
6935.01,Ditmars Blvd & 48 St,536,532,4,1068
8672.05,Eames Pl & Claflin Ave,197,193,4,390
4985.09,60 Pl & 67 Ave,284,280,4,564
6314.09,Benham St & Roosevelt Ave,124,120,4,244
4055.04,Bergen St & Mother Gaston Blvd,263,259,4,522
4837.03,Centre St & Seneca Ave,678,674,4,1352
8369.08,Hughes Ave & Oak Tree Pl,305,301,4,606
7790.04,Lenox Ave & W 133 St,2217,2214,3,4431
5099.02,Waterbury St & Stagg St,2391,2388,3,4779
8546.06,Tiebout Ave & E Fordham Rd,1149,1146,3,2295
6824.07,W 47 St & 10 Ave,10330,10327,3,20657
6520.06,43 St & 35 Ave,576,573,3,1149
7696.07,E 128 St & 3 Ave,325,322,3,647
6654.05,31 Ave & 61 St,285,282,3,567
5125.07,Broadway & Roebling St,4594,4591,3,9185
5090.06,Harrison Pl & Porter Ave,808,805,3,1613
4687.03,Cypress Ave & St Felix Ave,262,259,3,521
4310.06,Macon St & Lewis Ave,1565,1562,3,3127
5270.05,Pike St & E Broadway,6226,6223,3,12449
5225.04,Metropolitan Ave & Flushing Ave,298,295,3,593
7954.12,Frederick Douglass Blvd & W 145 St,2189,2186,3,4375
6225.03,41 Ave & 67 St,281,279,2,560
6603.06,32 Ave & 77 St,303,301,2,604
3135.04,Chester Ave & 12 Ave,441,439,2,880
6651.01,104 St & Northern Blvd,255,253,2,508
7927.08,E 163 St & Tiffany St,488,486,2,974
7066.01,20 Ave & 48 St,474,472,2,946
8157.06,Broadway & W 160 St,1303,1301,2,2604
5860.02,Green St & McGuinness Blvd,1038,1036,2,2074
8615.01,Bainbridge Ave & E 196 St,324,322,2,646
5082.08,Jefferson St & Cypress Ave,1349,1347,2,2696
5225.02,Flushing Ave & Woodward Ave,1174,1172,2,2346
3696.05,Rogers Ave & Sterling St,1259,1257,2,2516
5992.02,36 St & Hunters Point Ave,330,328,2,658
8379.07,Creston Ave & E 178 St,51,49,2,100
3532.02,2 Ave & 32 St,144,142,2,286
4214.03,Macon St & Nostrand Ave,4455,4453,2,8908
5045.05,Division Ave & Hooper St,2626,2624,2,5250
8327.15,Featherbed Ln & Nelson Ave,557,555,2,1112
6207.06,Judge St & Britton Ave,705,703,2,1408
6605.08,34 St & 35 Ave,1710,1708,2,3418
4771.07,N Portland Ave & Flushing Ave,1179,1177,2,2356
6809.07,W 56 St & 6 Ave,9887,9885,2,19772
7788.13,Southern Blvd & E 149 St,1258,1256,2,2514
3882.05,10 St & 4 Ave,3206,3204,2,6410
4765.07,Cypress Ave & George St,251,250,1,501
3038.08,50 St & 7 Ave,611,610,1,1221
6417.11,65 St & Broadway,652,651,1,1303
4692.01,Clermont Ave & Park Ave,2912,2911,1,5823
7741.04,Morningside Dr & Amsterdam Ave,1642,1641,1,3283
6885.01,24 Ave & 87 St,106,105,1,211
2782.02,5 Ave & 67 St,395,394,1,789
8077.07,Gerard Ave & E 164 St,218,217,1,435
6621.06,31 Ave & 57 St,529,528,1,1057
7983.04,Longfellow Ave & E 165 St,121,120,1,241
6493.03,34 Ave & 71 St,1393,1392,1,2785
6191.04,62 St & 43 Ave,277,276,1,553
8167.04,Charlotte St & Boston Rd,246,245,1,491
4890.11,Menahan St & Wyckoff Ave,932,931,1,1863
7793.02,E 149 St & Eagle Ave,871,870,1,1741
7712.06,Lincoln Ave & E 134 St,782,781,1,1563
7881.09,Old Broadway & W 133 St,758,757,1,1515
5570.04,Grand Ave & Remsen Pl,433,432,1,865
3617.02,Maple St & New York Ave,974,973,1,1947
3056.05,12 Ave & 36 St,768,768,0,1536
3256.04,Bedford Ave & Albemarle Rd,539,539,0,1078
6128.04,49 Ave & 21 St,1969,1969,0,3938
3538.09,11 Ave & Prospect Ave,2418,2418,0,4836
6505.09,24 St & 41 Ave,2150,2150,0,4300
8209.01,Morris Ave & E 171 St,475,475,0,950
8272.08,E 176 St & Clinton Ave,302,302,0,604
3498.09,Prospect Park SW & 16 St,2012,2012,0,4024
3504.02,New York Ave & Hawthorne St,465,465,0,930
8268.08,E 179 St & Daly Ave,162,162,0,324
7974.01,3 Ave & E 163 St,943,943,0,1886
3608.06,Maple St & Albany Ave,676,676,0,1352
6887.03,35 St & 30 Ave,2576,2576,0,5152
6542.05,99 St & 35 Ave,252,252,0,504
6618.02,100 St & Northern Blvd,230,230,0,460
5922.04,Greenwich St & Perry St,7552,7552,0,15104
7883.09,Seneca Ave & Irvine St,279,279,0,558
7884.04,E 149 St & Park Ave,1536,1536,0,3072
6325.01,43 St & Skillman Ave,1514,1514,0,3028
3950.03,Park Pl & Thomas S. Boyland St,394,394,0,788
7807.04,Beck St & Leggett Ave,765,765,0,1530
7032.02,76 St & 21 Ave,376,376,0,752
4301.04,Macon St & Patchen Ave,1129,1129,0,2258
4450.06,Putnam Ave & Ralph Ave,1647,1647,0,3294
6332.09,75 St & Roosevelt Ave,5103,5103,0,10206
8425.01,W Burnside Ave & University Ave,200,200,0,400
3958.02,Sterling Pl & Ralph Ave,263,263,0,526
4792.03,Central Ave & Starr St,2404,2404,0,4808
6371.03,42 Ave & 108 St,162,162,0,324
6729.02,21 St & 36 Ave,1104,1104,0,2208
6587.04,Broadway & 49 St,715,715,0,1430
8734.04,Grand Concourse & E 203 St,332,332,0,664
8748.02,E Mosholu Pkwy & E 204 St,229,229,0,458
8095.06,Hoe Ave & Jennings St,375,375,0,750
2872.02,63 St & 5 Ave,107,108,-1,215
8772.06,Kingsbridge Terrace & W 230 St,58,59,-1,117
6247.06_Pillar,Pillar W 27 St & 7 Ave,70,71,-1,141
7650.05,West End Ave & W 107 St,4865,4866,-1,9731
8325.12,Crotona Pkwy & Bronx Park S,260,261,-1,521
3300.06,Snyder Ave & Schenectady Ave,76,77,-1,153
5721.01,Sullivan St & Washington Sq,8642,8643,-1,17285
3350.04,E 38 St & Church Ave,93,94,-1,187
7220.01,Steinway St & 19 Ave,489,490,-1,979
5847.01,Christopher St & Greenwich St,13235,13236,-1,26471
7338.02,2 Ave & E 96 St,6462,6463,-1,12925
8281.06,Clay Ave & E 173 St,440,441,-1,881
4927.04,Front St & Gold St,2988,2989,-1,5977
3011.03,59 St & 4 Ave,706,707,-1,1413
3000.08,6 Ave & 55 St,377,378,-1,755
5068.02,Montrose Ave & Bushwick Ave,5488,5489,-1,10977
6426.05,57 St & 37 Ave,187,188,-1,375
8720.02,Jerome Ave & E 198 St,153,154,-1,307
4695.04,Irving Ave & Halsey St,1195,1196,-1,2391
4582.08,Knickerbocker Ave & Moffat St,518,519,-1,1037
6502.01,55 St & Northern Blvd,730,731,-1,1461
6490.02,108 St & 39 Ave,222,223,-1,445
7113.08,East End Ave & E 86 St,3055,3056,-1,6111
8707.01,Goulden Ave & W 197 St,542,543,-1,1085
8048.01,E 167 St & Franklin Ave,560,561,-1,1121
7952.02,Cauldwell Ave & E 161 St,984,985,-1,1969
7925.04,W 133 St & 12 Ave,631,632,-1,1263
7984.04,Grand Concourse & E 156 St,773,774,-1,1547
6020.02,Waldron St & 108 St,174,175,-1,349
6700.01,W 52 St & 5 Ave,6231,6232,-1,12463
3922.02,10 St & 2 Ave,2030,2031,-1,4061
8550.01,Jerome Ave & W 184 St,197,198,-1,395
7575.01,Randall's Island - Field 10,828,829,-1,1657
6817.15,25 Ave & 85 St,305,306,-1,611
3628.11,6 Ave & 21 St,3504,3505,-1,7009
6644.07,W 42 St & Dyer Ave,7470,7471,-1,14941
6276.05,Skillman Ave & 54 St,640,642,-2,1282
8745.01,Marble Hill Ave & W 225 St,490,492,-2,982
2733.03,67 St & Erik Pl,286,288,-2,574
8778.01,E Mosholu Pkwy & Van Cortlandt Ave E,281,283,-2,564
4956.02,Humboldt St & Varet St,1689,1691,-2,3380
6382.05,W 26 St & 10 Ave,8694,8696,-2,17390
6264.06,National St & 45 Ave,299,301,-2,600
3400.04,Rogers Ave & Lenox Rd,679,681,-2,1360
7767.06,Southern Blvd & Ave St John,528,530,-2,1058
6581.14,24 St & 38 Ave,1322,1324,-2,2646
7084.12,E 81 St & York Ave,6964,6966,-2,13930
6149.02,65 Pl & Woodside Ave,454,456,-2,910
8114.02,Louis Nine Blvd & Intervale Ave,438,440,-2,878
8319.01,Anthony Ave & E 175 St,498,500,-2,998
6216.01,74 St & Woodside Ave,374,376,-2,750
4861.05,Henry St & Middagh St,2558,2560,-2,5118
3327.01,Lott St & Erasmus St,223,225,-2,448
6213.01,51 Ave & Corona Ave,214,216,-2,430
6554.05,34 Ave & 48 St,1002,1004,-2,2006
8060.01,Freeman St & Southern Blvd,671,673,-2,1344
8575.02,Cedar Ave & W Fordham Rd,246,248,-2,494
3762.08,10 St & 7 Ave,5824,5826,-2,11650
8649.03,Bainbridge Ave & E 198 St,293,295,-2,588
6825.03,77 St & 24 Ave,332,334,-2,666
8676.01,Bailey Ave & W 193 St,110,112,-2,222
6840.02,98 St & 25 Ave,173,175,-2,348
4184.08,President St & Hoyt St,578,580,-2,1158
5273.01,Metropolitan Ave & Stewart Ave,345,347,-2,692
3428.04,2 Ave & 43 St,117,119,-2,236
6281.01,Gleane St & Britton Ave,255,257,-2,512
8340.01,Grand Concourse & E 176 St,360,362,-2,722
3657.06,Sterling St & Nostrand Ave,2028,2030,-2,4058
6848.04,88 St & Astoria Blvd,189,191,-2,380
6964.05,Ditmars Blvd & 73 St,248,250,-2,498
4914.03,Bushwick Ave & Forrest St,1920,1922,-2,3842
5051.01,Wyckoff Ave & Jefferson St,2580,2582,-2,5162
7567.06,Lexington Ave & E 111 St,4147,4149,-2,8296
3050.03,55 St & 5 Ave,275,278,-3,553
